Date,ID
20160127,1
20160207,3
20121211,2
20170820,3
20180101,1
20150209,5
20160208,3
20181226,1
20160723,6
20180509,5
20150825,1
20160502,2
20131222,2
20120911,1
20170617,3
20171211,1
20170521,3
20160417,6
20140523,4
20141116,3
20180311,4
20140619,2
20150728,3
20141201,3
20160404,2
20120323,2
20140912,1
20151201,2
20140319,2
20140516,2
20171129,1
20130318,2
20181123,3
20130508,1
20160515,2
20120615,1
20130315,1
20171227,7
20161217,1
20170107,1
20131123,1
20150624,4
20180303,5
20170505,7
20150121,1
20151020,4
20120608,2
20150604,3
20160729,2
20180306,5
20120606,1
20160727,1
20171110,2
20181012,3
20120529,2
20140102,1
20140122,1
20171121,5
20160423,1
20151016,1
20160518,1
20181028,1
20151012,3
20140310,1
20160121,3
20170117,2
20180829,2
20160224,2
20150128,3
20180420,4
20141012,1
20160719,2
20120908,1
20150406,3
20170717,5
20180813,3
20150316,1
20180127,1
20170609,4
20170616,1
20180323,4
20140424,2
20140515,2
20150308,2
20130626,1
20181020,4
20140331,1
20140916,1
20150105,1
20140410,3
20120104,1
20160525,2
20141010,2
20161001,2
20170518,3
20170804,6
20120115,1
20180207,1
20160907,2
20121029,3
20120826,1
20120423,1
20121204,3
20170306,2
20121224,1
20140802,3
20170610,5
20130908,1
20140820,1
20120504,1
20180501,1
20120310,1
20160829,4
20140828,2
20170421,2
20180125,3
20180329,6
20170111,6
20160923,1
20181116,4
20131027,5
20180722,5
20130217,1
20170302,4
20150125,1
20160201,5
20180825,4
20160703,4
20120830,1
20170512,3
20161231,4
20141226,2
20170828,1
20181221,2
20121109,3
20151119,4
20160206,2
20170709,3
20121102,3
20160403,3
20140901,1
20160408,2
20140512,1
20130903,1
20150414,2
20140618,1
20140709,2
20170607,2
20131227,3
20170815,3
20180226,2
20131102,3
20130921,8
20170331,4
20120122,1
20150721,1
20150811,1
20140702,3
20120901,1
20170623,3
20160808,1
20140502,2
20170126,1
20171017,1
20180220,2
20140824,2
20140218,4
20170701,4
20180313,1
20180427,2
20161223,4
20121018,1
20130925,2
20160909,1
20120312,2
20140927,3
20161128,2
20150806,2
20180712,5
20160225,1
20180915,6
20130829,1
20160411,4
20181126,6
20160618,4
20160126,4
20130413,1
20170605,3
20140107,2
20140908,3
20170426,2
20180407,5
20170329,3
20120222,1
20180822,2
20150705,7
20180316,6
20160406,3
20171015,2
20150601,3
20180422,2
20180416,4
20160603,3
20140930,1
20160311,2
20141123,1
20130927,1
20180325,3
20120809,1
20150701,1
20120523,2
20180105,3
20120907,2
20171104,4
20121229,2
20150113,2
20150313,1
20181108,3
20140429,1
20181209,3
20120905,3
20131108,2
20140420,3
20151116,3
20151029,4
20161210,4
20141122,2
20150111,1
20180717,3
20130117,3
20170201,1
20180522,3
20181030,1
20170802,1
20180921,5
20120322,1
20120425,1
20170129,3
20150911,1
20120930,2
20170106,1
20120201,1
20140605,1
20160820,4
20180310,6
20161007,5
20160305,5
20120820,3
20150714,1
20181124,2
20151002,2
20130105,2
20160922,2
20120317,1
20120720,1
20160212,5
20170326,4
20161115,1
20170308,1
20181228,4
20181104,7
20120913,2
20140112,4
20130405,1
20170608,3
20180112,5
20160306,2
20160817,2
20181016,1
20150712,5
20170322,2
20150502,2
20160607,3
20160504,1
20130824,1
20140110,4
20120427,1
20170313,3
20180214,1
20130201,1
20180706,3
20141213,4
20131126,1
20160216,5
20130223,1
20170527,3
20181211,3
20170120,5
20180803,3
20120326,2
20170224,2
20180723,1
20160925,2
20171222,2
20131209,3
20130617,1
20160625,2
20171216,3
20121130,3
20140531,2
20130823,1
20170405,1
20151021,6
20151023,5
20180424,3
20151222,1
20160830,2
20141024,3
20150731,5
20121013,3
20150517,1
20121214,3
20140628,4
20160317,3
20131113,1
20150408,2
20180925,2
20151106,1
20160718,2
20131229,1
20151025,2
20130328,1
20161103,1
20140422,3
20170112,2
20141130,1
20151121,7
20160822,5
20180923,3
20170213,2
20140917,2
20160605,3
20121104,3
20120917,1
20160910,3
20181217,8
20171115,5
20121217,1
20150729,1
20121231,1
20140114,1
20120813,1
20161211,2
20180206,5
20160108,2
20160724,2
20160819,2
20150730,2
20171002,1
20160426,2
20170913,4
20140104,2
20150426,2
20150317,4
20150817,3
20171020,1
20170228,2
20170909,3
20120728,2
20150612,2
20130122,2
20130604,1
20181022,1
20141017,2
20150410,1
20161220,4
20140609,3
20140720,1
20171217,4
20130203,1
20170501,3
20140317,1
20130106,3
20120411,1
20170215,4
20170219,3
20170704,5
20170721,2
20130127,1
20180602,7
20120702,1
20150718,3
20161016,3
20131103,2
20160622,3
20181111,4
20120407,1
20140825,2
20180726,2
20180203,7
20180502,3
20151007,2
20180804,4
20140603,2
20160330,1
20170624,1
20120817,1
20150803,3
20150120,1
20150303,3
20171202,1
20140203,2
20151115,2
20161120,2
20170628,3
20150528,2
20141007,1
20150924,4
20130815,1
20141209,2
20170304,4
20161204,4
20171117,3
20170927,3
20180916,3
20160722,2
20160526,4
20160626,1
20160911,2
20131230,3
20121111,2
20150630,4
20180128,1
20170928,1
20140809,1
20160920,2
20170808,4
20160107,2
20140926,2
20180526,2
20140507,2
20150227,4
20130719,1
20150104,2
20150715,3
20150311,1
20171112,4
20120713,1
20180118,1
20151101,5
20160421,1
20180204,2
20130714,1
20160211,1
20170920,1
20170703,5
20141005,5
20150319,3
20171116,5
20160420,2
20121128,1
20170526,3
20150107,4
20140503,2
20180224,3
20160329,1
20181231,1
20140308,4
20180823,3
20140816,1
20170211,7
20171228,4
20181121,1
20180519,2
20120516,4
20171118,1
20180417,1
20140321,1
20181230,1
20131128,3
20160226,7
20120825,1
20160509,3
20160918,3
20150329,4
20160316,1
20160415,3
20160906,4
20170208,6
20130519,2
20180913,1
20120228,2
20130608,2
20120621,1
20170706,4
20180826,4
20180321,2
20130929,1
20180818,4
20170223,1
20130727,2
20141231,2
20121021,1
20151228,2
20180216,1
20121003,1
20160203,3
20171203,5
20180622,3
20160131,5
20180308,1
20150421,1
20160913,1
20181205,1
20120919,2
20160328,1
20140121,2
20161205,4
20170427,5
20150812,6
20161104,1
20180222,2
20140526,5
20150430,1
20160903,3
20150314,1
20170611,1
20150717,2
20160519,1
20150627,3
20180201,4
20170413,1
20180209,3
20140116,1
20170905,4
20180905,1
20150420,1
20170403,3
20141110,1
20170103,2
20120107,1
20170509,6
20130811,1
20140510,3
20161118,7
20180821,1
20170305,8
20120105,1
20180619,2
20171016,1
20121221,1
20171009,1
20140417,4
20120129,1
20170910,3
20180404,1
20160105,4
20131231,1
20160612,3
20171027,4
20171224,5
20130130,5
20140517,1
20150403,1
20170916,4
20161213,1
20180811,4
20181219,1
20150116,3
20150908,2
20160513,6
20151123,4
20141004,3
20181107,2
20150110,2
20161209,3
20131117,4
20120415,2
20140904,3
20161224,4
20160609,4
20170316,3
20181213,5
20171231,5
20140513,1
20181208,1
20180709,3
20180904,4
20150802,2
20170914,2
20160916,2
20120814,1
20120303,2
20130601,1
20150519,2
20150907,2
20180917,3
20140701,1
20150119,3
20181130,1
20120923,1
20131118,1
20160606,4
20171113,5
20140731,1
20150928,3
20130101,1
20181122,6
20140328,3
20140518,2
20131022,2
20170203,6
20170516,3
20130812,1
20161208,2
20170918,1
20180331,3
20180505,4
20170525,1
20130816,1
20150126,2
20171119,1
20170122,4
20170307,1
20161127,5
20151028,1
20180628,7
20170809,1
20140222,1
20160709,1
20170429,3
20150220,1
20150127,2
20151022,1
20120727,2
20141206,1
20140111,3
20150201,3
20150424,3
20170319,4
20160402,2
20161124,4
20180208,2
20120220,1
20170728,1
20160424,2
20170216,3
20120309,2
20160811,1
20150910,1
20180317,5
20121017,2
20161031,4
20140219,2
20140514,2
20171109,5
20181101,2
20150927,1
20140419,3
20180218,1
20130803,1
20150520,1
20140625,2
20170524,3
20141219,2
20140601,1
20160611,2
20170606,4
20180707,2
20160624,1
20150518,1
20181207,2
20141119,2
20120705,1
20131124,2
20160712,4
20140914,1
20160202,1
20160314,2
20181106,2
20140312,3
20160708,3
20121106,1
20161125,6
20130814,1
20140627,1
20170212,4
20170917,2
20141118,1
20120807,1
20150727,3
20150719,1
20160814,2
20170207,3
20160614,1
20180713,4
20150302,1
20151111,1
20130602,4
20160302,2
20140729,2
20170515,2
20120520,2
20171021,2
20140427,1
20170523,4
20171130,1
20170116,3
20181113,4
20170724,4
20120321,2
20151110,1
20180115,4
20170217,4
20160227,3
20170204,2
20170812,4
20150106,3
20181118,3
20120518,1
20171214,3
20180930,3
20130112,2
20180621,2
20141112,2
20130916,3
20160522,2
20160505,6
20140220,4
20131028,1
20180408,5
20151031,3
20180919,3
20170428,4
20170506,2
20140304,5
20170718,6
20150305,3
20180704,3
20170831,3
20120210,1
20181114,3
20181203,6
20141210,2
20130504,1
20140604,1
20160507,3
20121218,3
20141203,1
20160828,1
20160527,3
20180202,4
20170318,6
20140924,2
20130214,4
20130313,1
20131204,1
20151206,2
20170222,1
20130826,1
20180530,2
20121023,4
20180922,6
20171013,4
20141202,2
20171025,1
20150623,1
20170315,1
20130219,1
20161116,1
20160331,5
20180428,4
20160713,4
20161119,2
20140306,2
20130718,1
20170323,2
20181006,4
20181229,4
20150722,2
20160630,2
20161003,7
20151124,4
20130607,4
20140406,1
20140403,1
20140117,3
20170324,3
20160707,5
20150413,2
20180701,2
20140913,1
20131202,1
20160511,3
20160710,3
20140827,2
20151204,2
20120217,1
20150124,1
20140527,1
20171107,1
20141008,1
20120812,1
20180901,2
20141211,4
20150304,2
20131212,2
20120517,1
20150225,5
20170906,4
20170827,2
20130501,2
20130817,1
20161216,2
20170502,4
20160831,2
20171230,3
20150706,1
20161013,2
20160324,2
20150906,1
20120223,1
20160412,4
20150809,1
20140105,1
20131004,2
20131116,2
20161228,1
20150210,2
20121210,1
20180119,2
20120821,1
20121022,1
20120622,2
20170714,2
20151231,3
20171028,3
20160307,1
20130322,4
20160209,3
20161006,3
20130722,1
20131216,2
20170805,1
20140209,1
20130704,2
20121225,1
20160912,1
20171215,2
20130701,1
20140106,1
20180805,7
20130726,3
20140722,2
20121006,1
20150206,2
20181128,1
20171205,3
20120618,1
20140428,1
20151120,2
20180910,5
20130515,3
20181202,2
20140130,1
20140413,2
20121124,2
20130721,1
20121219,1
20141212,2
20131127,1
20180403,6
20160413,4
20160623,4
20150831,3
20170811,5
20120703,2
20130224,1
20180527,2
20180521,1
20150810,3
20130503,5
20180609,1
20150725,2
20170821,2
20170410,4
20140803,1
20121226,2
20170105,7
20161121,2
20120824,1
20140402,2
20140208,2
20181004,4
20140918,2
20150309,1
20180705,1
20141108,2
20170511,5
20121227,1
20160416,3
20140103,1
20130928,1
20161017,1
20180525,1
20161218,2
20171123,2
20180104,7
20130211,1
20181125,1
20151027,2
20150823,2
20180711,4
20130728,1
20130406,1
20161109,4
20130205,1
20121209,2
20180405,2
20120405,1
20170214,3
20141114,4
20180627,3
20181119,3
20150508,1
20180603,6
20120805,1
20170420,2
20180523,4
20130720,2
20120528,1
20160616,5
20171219,2
20161027,2
20160915,1
20140712,3
20140622,1
20130906,1
20120531,1
20170517,1
20170226,4
20171001,1
20120103,1
20140131,4
20180515,1
20140301,2
20140401,2
20140204,1
20171126,1
20120729,1
20120301,1
20160826,6
20161201,1
20161222,1
20160717,1
20150804,2
20180406,5
20180129,3
20150708,5
20160310,4
20180512,7
20131214,2
20140805,2
20180528,2
20130125,1
20160430,4
20170816,2
20180320,5
20131215,1
20170826,1
20180524,2
20131008,2
20150503,3
20140228,2
20150514,5
20120810,1
20160312,1
20120730,1
20150103,1
20181013,4
20170503,4
20140928,1
20161004,2
20171127,5
20150425,4
20180210,3
20180131,2
20140907,2
20140418,2
20160621,2
20180612,4
20161021,2
20140216,1
20140118,1
20150224,2
20131226,1
20160510,3
20160528,2
20150723,2
20150818,1
20170416,1
20140921,3
20130314,1
20150118,2
20160104,2
20150830,1
20161214,2
20131005,2
20130208,4
20131104,2
20160604,4
20160229,4
20120118,1
20120403,2
20171030,2
20140621,2
20180217,3
20181018,3
20170514,3
20170508,3
20160705,3
20170919,2
20121019,1
20120219,2
20170321,3
20180107,2
20121222,1
20181024,2
20120815,1
20130713,3
20181112,4
20140412,2
20140717,2
20180824,2
20181010,2
20170710,3
20140922,2
20150801,1
20180626,3
20160813,3
20161030,3
20160125,2
20171008,4
20180517,3
20120320,1
20170519,3
20120501,1
20131208,1
20171114,2
20180604,5
20150507,1
20120619,1
20150505,1
20150915,2
20160901,4
20180418,2
20180807,1
20160309,3
20180326,2
20160721,1
20120915,1
20120406,3
20150130,4
20160802,6
20180920,1
20180926,3
20130710,1
20160110,2
20160323,2
20180302,3
20180715,2
20120530,2
20151126,1
20150702,3
20131013,2
20141003,2
20130707,1
20131228,1
20161022,3
20170115,4
20130113,2
20121203,1
20170622,3
20180414,4
20180531,2
20160401,2
20130820,3
20160620,1
20170824,2
20130614,3
20130624,1
20180714,4
20180710,3
20120123,1
20150914,4
20120712,1
20171128,4
20121016,2
20140718,1
20150521,3
20140501,1
20170425,2
20160118,3
20160210,1
20130620,1
20171003,1
20171108,5
20150217,3
20130319,1
20131223,5
20161126,6
20131006,2
20161206,3
20160716,5
20151127,4
20120213,1
20141113,3
20170513,3
20140711,1
20170104,4
20151017,2
20141022,2
20160921,1
20130321,1
20151216,1
20130124,1
20120131,3
20161106,5
20140715,1
20170325,5
20180507,4
20131122,1
20120723,2
20141121,1
20160726,3
20160824,4
20121216,1
20140108,2
20160929,2
20130731,1
20151130,4
20180630,2
20140316,2
20160602,2
20120421,1
20180212,1
20140630,2
20151005,4
20120514,1
20130419,1
20160924,6
20181204,4
20180914,3
20171029,1
20120116,1
20140925,2
20180513,7
20140810,1
20171004,4
20131007,1
20141129,2
20160123,2
20160807,2
20170722,5
20150211,2
20171012,2
20170220,4
20161212,3
20150226,3
20160520,4
20161227,2
20180110,1
20120302,1
20180708,5
20131112,2
20141217,2
20150215,1
20180223,4
20171229,4
20161009,1
20151207,1
20140314,1
20141224,3
20150306,2
20120428,3
20180301,5
20140409,3
20120914,2
20160701,4
20170317,1
20170423,2
20170803,3
20151212,2
20131130,2
20161207,2
20121025,1
20180928,2
20120202,3
20171102,1
20131210,2
20171101,2
20140806,1
20150328,1
20160825,2
20170603,1
20160908,5
20171106,4
20180820,2
20160418,4
20130111,1
20180305,2
20170406,1
20170528,1
20120414,1
20170615,1
20140211,2
20120709,1
20130210,1
20150325,2
20170908,4
20130907,4
20131023,5
20170620,4
20120804,1
20121228,1
20141105,3
20180411,5
20180808,5
20180225,3
20130221,1
20150724,1
20130615,2
20131206,1
20150707,2
20180520,3
20170504,2
20131009,1
20170604,3
20121201,3
20150108,3
20170708,4
20130423,1
20130807,1
20141020,1
20140804,3
20120507,1
20150602,4
20170904,2
20121007,1
20180205,3
20151009,4
20160325,7
20141028,2
20181216,2
20140910,2
20121116,1
20160803,3
20150203,2
20160213,4
20170123,2
20121011,1
20141111,1
20170915,2
20170720,2
20130303,2
20151030,3
20180102,1
20151112,1
20141102,1
20130209,1
20181103,5
20170312,2
20181210,1
20170621,4
20120609,1
20130729,1
20161102,5
20120506,2
20150605,1
20150613,4
20160204,2
20161023,3
20130123,1
20130723,1
20141031,2
20160805,3
20180503,5
20160214,3
20170630,5
20131024,2
20130308,2
20150710,1
20170408,4
20140302,1
20180410,5
20150709,2
20140707,1
20170903,3
20131017,1
20160809,1
20120327,2
20180911,2
20161202,7
20140123,1
20151008,1
20140227,2
20151217,6
20130425,2
20120206,2
20170813,1
20160407,2
20130809,1
20121008,1
20180629,7
20141023,2
20160711,1
20160319,6
20170419,2
20170625,3
20170705,5
20120513,1
20170205,4
20150903,3
20120706,1
20160217,3
20130905,1
20140505,3
20130913,3
20130930,1
20151103,2
20130317,2
20170411,5
20140903,1
20150327,4
20160731,2
20180620,4
20160410,1
20121001,3
20160304,2
20160823,5
20171022,2
20170707,2
20181110,3
20150530,2
20180111,1
20130312,2
20140323,2
20160628,5
20150218,2
20141107,3
20160917,4
20150921,1
20131021,2
20150821,2
20140821,2
20170202,4
20130516,3
20170801,1
20150207,2
20150509,4
20170907,2
20141225,3
20120711,2
20180730,2
20161108,2
20181206,2
20130323,2
20160102,3
20130523,2
20180806,2
20180702,2
20160608,1
20130424,2
20150628,6
20180116,1
20151107,2
20170926,1
20171011,3
20130711,2
20120916,2
20161112,4
20140329,2
20161028,4
20151015,3
20140416,1
20140324,5
20180117,1
20160804,1
20180516,2
20151125,1
20160117,2
20120408,1
20140617,2
20130225,1
20180618,5
20120409,3
20130409,1
20140214,2
20140829,2
20140520,1
20160320,1
20120704,1
20170303,5
20181021,2
20170206,6
20130215,3
20140320,1
20140721,2
20130513,1
20160627,1
20180330,1
20150822,2
20161019,1
20150131,1
20180814,2
20171209,3
20171210,1
20171010,2
20180228,3
20170311,5
20180430,2
20140125,1
20180409,2
20181212,5
20150713,2
20120909,1
20151215,3
20180614,2
20140602,1
20171207,3
20141019,1
20141011,5
20171031,1
20181223,2
20130213,1
20140207,2
20170414,5
20181023,2
20140611,3
20150204,5
20130311,2
20120113,1
20150919,4
20160529,4
20140330,1
20120630,2
20170119,2
20170127,2
20171204,3
20180828,2
20180909,3
20120613,1
20170806,5
20180511,4
20130408,2
20180718,3
20140818,1
20121010,1
20121126,2
20140303,1
20171120,2
20181002,2
20180617,3
20140430,1
20120203,1
20130116,1
20141204,2
20160425,4
20130725,3
20141207,1
20140704,3
20161015,2
20170121,1
20170924,3
20151018,6
20120524,3
20151105,2
20170114,2
20180113,4
20140920,1
20180415,2
20180729,3
20150318,3
20120625,1
20161129,4
20170507,2
20140811,1
20171007,5
20180624,3
20180720,2
20160120,3
20130412,2
20120623,1
20141009,1
20151219,2
20130204,2
20140127,2
20180130,2
20120420,1
20120610,2
20170819,5
20140923,1
20180605,3
20130129,1
20161011,2
20120229,1
20171220,1
20131217,4
20150330,1
20150920,4
20131014,3
20150114,2
20161014,2
20171026,4
20130810,1
20170531,2
20140730,1
20170823,1
20180314,5
20151223,3
20161002,1
20180309,5
20161010,2
20121027,2
20131201,2
20170109,5
20170124,3
20130320,3
20140511,1
20131106,2
20180120,5
20150820,1
20161229,4
20170629,4
20150322,2
20180719,4
20131111,2
20120208,2
20140610,1
20181201,2
20141230,1
20130926,1
20131026,1
20130830,1
20170829,1
20180827,3
20130530,1
20141127,4
20140812,1
20160930,3
20120330,1
20181031,4
20140223,1
20141227,3
20150422,1
20151003,4
20130415,1
20120401,3
20150902,4
20140521,1
20180801,3
20140327,1
20161020,2
20130805,1
20160927,2
20141214,2
20160512,1
20141025,3
20170310,5
20150219,1
20170225,2
20131011,3
20160506,6
20161226,1
20120906,1
20140616,2
20140508,1
20150501,2
20170612,2
20130220,2
20151209,2
20160119,1
20170921,1
20180419,2
20140620,1
20131025,1
20131225,2
20130420,1
20181017,6
20161130,3
20150703,3
20151109,2
20150726,5
20171125,3
20120114,2
20141220,3
20170227,1
20171019,4
20181026,7
20120128,2
20130506,2
20150622,5
20170822,3
20170409,2
20140311,1
20130924,4
20120620,2
20130806,2
20120225,4
20130410,2
20170814,1
20181115,2
20160517,1
20140606,5
20131224,3
20170418,2
20130417,2
20150524,3
20170108,2
20180625,3
20160706,2
20121205,1
20160124,3
20130918,2
20150320,2
20150608,2
20171023,5
20141101,1
20150813,1
20170412,1
20151213,2
20170101,1
20170102,3
20180413,1
20140407,1
20170602,8
20160816,5
20170626,2
20150404,6
20170726,3
20121125,1
20140215,3
